Suburb,States,Postcode,Longitude,Lattitude
MISSABOTTI,NSW,2449,152.81,-30.57
MITCHELL,NSW,2795,149.57,-33.42
MITCHELLS FLAT,NSW,2330,151.3,-32.55
MITCHELLS ISLAND,NSW,2430,152.62,-31.9
MITTAGONG,NSW,2575,150.45,-34.45
MOAMA,NSW,2731,144.76,-36.11
MODANVILLE,NSW,2480,153.3,-28.72
MOGAREEKA,NSW,2550,149.98,-36.69
MOGENDOURA,NSW,2537,150.03,-35.86
MOGGS SWAMP,NSW,2370,152.05,-29.93
MOGILLA,NSW,2550,149.58,-36.73
MOGO,NSW,2536,150.14,-35.78
MOGO,NSW,2850,150.14,-35.78
MOGO CREEK,NSW,2775,151.07,-33.17
MOGOOD,NSW,2538,150.18,-35.5
MOGRANI,NSW,2422,152.04,-32.04
MOGRIGUY,NSW,2830,148.67,-32.07
MOLE RIVER,NSW,2372,151.53,-29
MOLEVILLE CREEK,NSW,2460,152.91,-29.57
MOLLYAN,NSW,2842,149.22,-31.6
MOLLYMOOK,NSW,2539,150.47,-35.34
MOLLYMOOK BEACH,NSW,2539,150.48,-35.32
MOLONG,NSW,2866,148.87,-33.09
MONA VALE,NSW,2103,151.3,-33.68
MONAK,NSW,2738,142.28,-34.29
MONALTRIE,NSW,2480,153.27,-28.85
MONDAYONG,NSW,2540,150.5,-35.17
MONDROOK,NSW,2430,152.43,-31.91
MONGA,NSW,2622,149.92,-35.57
MONGARLOWE,NSW,2622,149.94,-35.42
MONGOGARIE,NSW,2470,152.93,-28.95
MONIA GAP,NSW,2675,145.98,-33.6
MONIVAE,NSW,2849,149.89,-32.69
MONKERAI,NSW,2415,151.85,-32.26
MONTEAGLE,NSW,2594,148.34,-34.19
MONTECOLLUM,NSW,2482,153.46,-28.59
MONTEFIORES,NSW,2820,148.93,-32.54
MONTEREY,NSW,2217,151.15,-33.98
MOOBALL,NSW,2483,153.49,-28.44
MOOBI,NSW,2337,150.8,-32.06
MOOGEM,NSW,2370,152.25,-29.46
MOOKERAWA,NSW,2820,149.18,-32.78
MOOKIMA WYBRA,NSW,2469,152.53,-29.01
MOOLARBEN,NSW,2850,149.78,-32.35
MOOLLATTOO,NSW,2540,150.35,-34.78
MOOLPA,NSW,2734,143.75,-35
MOOMBOOLDOOL,NSW,2665,146.68,-34.3
MOONAN BROOK,NSW,2337,151.28,-31.94
MOONAN FLAT,NSW,2337,151.24,-31.93
MOONBAH,NSW,2627,148.55,-36.49
MOONBI,NSW,2353,151.07,-31.02
MOONBRIA,NSW,2710,145.46,-35.14
MOONEBA,NSW,2440,152.69,-31.04
MOONEE,NSW,2259,151.63,-33.18
MOONEE BEACH,NSW,2450,153.15,-30.21
MOONEY MOONEY,NSW,2083,151.2,-33.53
MOONEY MOONEY CREEK,NSW,2250,151.25,-33.44
MOONPAR,NSW,2453,152.65,-30.22
MOORAL CREEK,NSW,2429,152.36,-31.72
MOORARA,NSW,2648,150.08,-33.85
MOORBEL,NSW,2804,148.7,-33.56
MOORE CREEK,NSW,2340,150.92,-31
MOORE PARK,NSW,2021,151.22,-33.9
MOOREBANK,NSW,2170,150.95,-33.93
MOORILDA,NSW,2795,149.33,-33.62
MOORLAND,NSW,2443,152.65,-31.77
MOORONG,NSW,2650,147.32,-35.12
MOORWATHA,NSW,2640,146.72,-35.92
MOPARRABAH,NSW,2440,152.54,-30.98
MOPPY,NSW,2422,151.61,-31.99
MORAGO,NSW,2710,144.67,-35.38
MORANGARELL,NSW,2666,147.71,-34.14
MORANS CROSSING,NSW,2550,149.65,-36.66
MOREE,NSW,2400,149.84,-29.46
MORISSET,NSW,2264,151.49,-33.11
MORISSET PARK,NSW,2264,151.54,-33.12
MORNING BAY,NSW,2105,151.29,-33.63
MORORO,NSW,2469,153.24,-29.33
MORPETH,NSW,2321,151.63,-32.73
MORTDALE,NSW,2223,151.08,-33.97
MORTLAKE,NSW,2137,151.11,-33.84
MORTON,NSW,2538,150.3,-35.42
MORTONS CREEK,NSW,2446,152.65,-31.38
MORTS ESTATE,NSW,2790,150.17,-33.47
MORUBEN,NSW,2325,150.88,-33.06
MORUNDAH,NSW,2700,146.31,-34.94
MORUYA,NSW,2537,150.08,-35.91
MORUYA HEADS,NSW,2537,150.16,-35.91
MORVEN,NSW,2660,147.12,-35.66
MORVEN,NSW,2370,147.12,-35.66
MOSMAN,NSW,2088,151.24,-33.83
MOSS VALE,NSW,2577,150.37,-34.55
MOSSGIEL,NSW,2878,144.58,-33.25
MOSSY POINT,NSW,2537,150.18,-35.84
MOTO,NSW,2426,152.6,-31.85
MOULAMEIN,NSW,2733,144.04,-35.09
MOUNT ADRAH,NSW,2729,147.93,-35.26
MOUNT ANNAN,NSW,2567,150.76,-34.05
MOUNT AQUILA,NSW,2820,149.17,-32.83
MOUNT ARTHUR,NSW,2820,148.93,-32.55
MOUNT AUSTIN,NSW,2650,147.36,-35.13
MOUNT BURRELL,NSW,2484,153.2,-28.5
MOUNT COLAH,NSW,2079,151.11,-33.67
MOUNT COLLINS,NSW,2794,148.79,-34.03
MOUNT COOPER,NSW,2631,149.19,-36.64
MOUNT DARRAGH,NSW,2632,149.58,-36.85
MOUNT DAVID,NSW,2795,149.59,-33.82
MOUNT DEE,NSW,2320,151.54,-32.74
MOUNT DRUITT,NSW,2770,150.82,-33.77
MOUNT ELLIOT,NSW,2250,151.39,-33.4
MOUNT FAIRY,NSW,2580,149.6,-35.17
MOUNT FOSTER,NSW,2824,147.55,-31.19
MOUNT FROME,NSW,2850,149.64,-32.61
MOUNT GEORGE,NSW,2424,152.18,-31.88
MOUNT HARRIS,NSW,2824,147.65,-31.28
MOUNT HOPE,NSW,2877,145.88,-32.84
MOUNT HOREB,NSW,2729,148.03,-35.21
MOUNT HUNTER,NSW,2570,150.64,-34.07
MOUNT HUTTON,NSW,2290,151.67,-32.98
MOUNT IRVINE,NSW,2786,150.45,-33.49
MOUNT KEIRA,NSW,2500,150.85,-34.4
MOUNT KEMBLA,NSW,2526,150.82,-34.43
MOUNT KINGIMAN,NSW,2539,150.34,-35.34
MOUNT KNOWLES,NSW,2850,149.72,-32.62
MOUNT KURING-GAI,NSW,2080,151.13,-33.66
MOUNT LAMBIE,NSW,2790,149.97,-33.45
MOUNT LEWIS,NSW,2190,151.05,-33.92
MOUNT LINDSEY,NSW,2575,150.15,-30.2
MOUNT MARSDEN,NSW,2849,150.05,-32.94
MOUNT MARSH,NSW,2469,152.83,-29.3
MOUNT MITCHELL,NSW,2365,151.84,-29.94
MOUNT MURRAY,NSW,2577,150.64,-34.55
MOUNT OLIVE,NSW,2330,149.94,-33.61
MOUNT OLIVE,NSW,2787,149.94,-33.61
MOUNT OUSLEY,NSW,2519,150.89,-34.4
MOUNT PANORAMA,NSW,2795,149.56,-33.44
MOUNT PLEASANT,NSW,2519,150.87,-34.4
MOUNT PRITCHARD,NSW,2170,150.9,-33.9
MOUNT RANKIN,NSW,2795,149.48,-33.35
MOUNT RIVERS,NSW,2311,151.48,-32.37
MOUNT RIVERVIEW,NSW,2774,150.63,-33.73
MOUNT ROYAL,NSW,2330,151.3,-32.21
MOUNT RUSSELL,NSW,2360,150.93,-29.68
MOUNT SAINT THOMAS,NSW,2500,150.87,-34.44
MOUNT SEAVIEW,NSW,2446,152.14,-31.33
MOUNT TENANDRA,NSW,2828,148.78,-31.18
MOUNT THORLEY,NSW,2330,151.11,-32.62
MOUNT TOMAH,NSW,2758,150.42,-33.55
MOUNT VERNON,NSW,2178,150.81,-33.86
MOUNT VICTORIA,NSW,2786,150.26,-33.59
MOUNT VIEW,NSW,2325,151.31,-32.83
MOUNT VINCENT,NSW,2323,151.48,-32.92
MOUNT WARNING,NSW,2484,153.27,-28.4
MOUNT WARRIGAL,NSW,2528,150.84,-34.55
MOUNT WERONG,NSW,2787,149.91,-34.08
MOUNT WHITE,NSW,2250,151.19,-33.46
MOUNT WILSON,NSW,2786,150.38,-33.5
MOUNTAIN CREEK,NSW,2644,147.16,-35.77
MOUNTAIN CREEK,NSW,2830,147.16,-35.77
MOUNTAIN LAGOON,NSW,2758,150.63,-33.45
MOUNTAIN TOP,NSW,2480,153.18,-28.62
MOUNTAIN VIEW,NSW,2460,152.93,-29.6
MOURQUONG,NSW,2739,142.16,-34.14
MOWBRAY PARK,NSW,2571,150.55,-34.15
MOZART,NSW,2787,149.83,-33.82
MUDGEE,NSW,2850,149.59,-32.59
MUGGA DOWNS,NSW,2830,148.66,-32.22
MULBRING,NSW,2323,151.48,-32.9
MULGOA,NSW,2745,150.65,-33.84
MULGRAVE,NSW,2756,150.83,-33.62
MULGUTHRIE,NSW,2877,147.37,-33.17
MULI MULI,NSW,2476,152.58,-28.42
MULLA,NSW,2825,147.36,-31.85
MULLA CREEK,NSW,2352,151.17,-31.15
MULLALEY,NSW,2379,149.91,-31.1
MULLAMUDDY,NSW,2850,149.68,-32.67
MULLAWAY,NSW,2456,153.2,-30.08
MULLENGANDRA,NSW,2644,147.17,-35.9
MULLENGUDGERY,NSW,2825,147.44,-31.69
MULLION,NSW,2582,148.88,-35.15
MULLION CREEK,NSW,2800,149.12,-33.14
MULLOON,NSW,2622,149.6,-35.27
MULLUMBIMBY,NSW,2482,153.5,-28.55
MULLUMBIMBY CREEK,NSW,2482,153.46,-28.56
MULWALA,NSW,2647,146.01,-35.99
MULYANDRY,NSW,2871,148.13,-33.53
MUMBIL,NSW,2820,149.05,-32.72
MUMBLEBONE PLAIN,NSW,2824,147.65,-31.47
MUMBULLA MOUNTAIN,NSW,2550,149.89,-36.57
MUMMEL,NSW,2580,149.59,-34.69
MUMMULGUM,NSW,2469,152.8,-28.85
MUNDAMIA,NSW,2540,150.57,-34.89
MUNDARLO,NSW,2729,147.82,-35.08
MUNDEROO,NSW,2653,147.8,-35.85
MUNDONGO,NSW,2720,148.28,-35.29
MUNGAY CREEK,NSW,2440,152.66,-30.92
MUNGHORN,NSW,2850,149.83,-32.41
MUNGINDI,NSW,2406,148.99,-28.98
MUNGO,NSW,2715,143.01,-33.73
MUNGO BRUSH,NSW,2423,152.31,-32.5
MUNNI,NSW,2420,151.68,-32.32
MUNYABLA,NSW,2658,146.93,-35.45
MURGA,NSW,2864,148.55,-33.37
MURONBUNG,NSW,2830,149,-32.13
MURRAH,NSW,2546,149.98,-36.52
MURRAMI,NSW,2705,146.3,-34.43
MURRAWOMBIE,NSW,2825,147.25,-31.25
MURRAY DOWNS,NSW,2734,143.6,-35.34
MURRAY GORGE,NSW,2642,148.14,-36.54
MURRAYS BEACH,NSW,2281,151.62,-33.12
MURRENGENBURG,NSW,2622,150,-35.54
MURRIN BRIDGE,NSW,2672,146.36,-33.2
MURRINGO,NSW,2586,148.52,-34.31
MURRULEBALE,NSW,2652,147.43,-34.72
MURRUMBATEMAN,NSW,2582,149.03,-34.97
MURRUMBIDGERIE,NSW,2830,148.73,-32.4
MURRUMBO,NSW,2849,150.25,-32.4
MURRUMBUCCA,NSW,2630,149.05,-36.11
MURRUMBURRAH,NSW,2587,148.35,-34.55
MURRURUNDI,NSW,2338,150.83,-31.76
MURULLA,NSW,2337,150.89,-31.85
MURWILLUMBAH,NSW,2484,153.4,-28.33
MUSCLE CREEK,NSW,2333,150.99,-32.28
MUSWELLBROOK,NSW,2333,150.89,-32.27
MUTAWINTJI,NSW,2880,142.38,-31.16
MUTTAMA,NSW,2722,148.12,-34.81
MYALL CREEK,NSW,2403,150.72,-29.78
MYALL LAKE,NSW,2423,152.39,-32.43
MYALL PARK,NSW,2681,146.11,-34.14
MYALLA,NSW,2630,149.12,-36.45
MYLESTOM,NSW,2454,153.04,-30.47
MYLNEFORD,NSW,2460,152.84,-29.63
MYOCUM,NSW,2481,153.5,-28.59
MYOLA,NSW,2540,150.67,-35.02
MYRTLE CREEK,NSW,2469,152.99,-29.16
MYRTLE MOUNTAIN,NSW,2550,149.69,-36.86
MYRTLE PARK,NSW,2713,145.45,-35.54
MYRTLEVILLE,NSW,2580,149.82,-34.48
MYSTERY BAY,NSW,2546,150.13,-36.3
MYUNA BAY,NSW,2264,151.55,-33.06
NABIAC,NSW,2312,152.38,-32.1
NADGEE,NSW,2551,149.85,-37.35
NAMBUCCA HEADS,NSW,2448,153,-30.64
NAMOI RIVER,NSW,2346,148.12,-30.01
NANA GLEN,NSW,2450,153.01,-30.13
NANGUS,NSW,2722,147.92,-35.06
NANIMA,NSW,2618,149.11,-35.02
NAPIER LANE,NSW,2379,149.55,-31.24
NAPOLEON REEF,NSW,2795,149.75,-33.42
NARADHAN,NSW,2669,146.32,-33.61
NARARA,NSW,2250,151.34,-33.39
NARELLAN,NSW,2567,150.74,-34.04
NARELLAN VALE,NSW,2567,150.75,-34.05
NAREMBURN,NSW,2065,151.2,-33.82
NAROOMA,NSW,2546,150.13,-36.22
NARRABARBA,NSW,2551,149.82,-37.25
NARRABEEN,NSW,2101,151.3,-33.71
NARRABRI,NSW,2390,149.78,-30.33
NARRABURRA,NSW,2666,147.66,-34.33
NARRAN LAKE,NSW,2839,147.28,-29.78
NARRANDERA,NSW,2700,146.55,-34.75
NARRANGULLEN,NSW,2582,148.75,-35.01
NARRAWA,NSW,2583,149.1,-34.42
NARRAWALLEE,NSW,2539,150.47,-35.31
NARRAWEENA,NSW,2099,151.28,-33.76
NARROMINE,NSW,2821,148.24,-32.23
NARROMINE EAST,NSW,2821,148.39,-32.22
NARWEE,NSW,2209,151.07,-33.95
NASHDALE,NSW,2800,149.01,-33.29
NASHUA,NSW,2479,153.47,-28.73
NATTAI,NSW,2570,150.45,-34.07
NAUGHTONS GAP,NSW,2470,153.11,-28.8
NEATH,NSW,2326,151.41,-32.83
NEBEA,NSW,2829,148.55,-30.9
NEILREX,NSW,2831,149.31,-31.72
NELLIGEN,NSW,2536,150.14,-35.65
NELSON,NSW,2765,150.92,-33.65
NELSON,NSW,2550,150.92,-33.65
NELSON BAY,NSW,2315,152.14,-32.72
NELSONS PLAINS,NSW,2324,151.74,-32.75
NELUNGALOO,NSW,2876,147.98,-33.18
NEMINGHA,NSW,2340,150.99,-31.12
NERICON,NSW,2680,146.05,-34.21
NERINGLA,NSW,2622,149.79,-35.72
NERONG,NSW,2423,152.21,-32.51
NERRIGA,NSW,2622,150.09,-35.11
NERRIGUNDAH,NSW,2545,149.9,-36.12
NETHERCOTE,NSW,2549,149.83,-37.02
NEUREA,NSW,2820,148.94,-32.69
NEUTRAL BAY,NSW,2089,151.22,-33.83
NEVER NEVER,NSW,2453,152.82,-30.35
NEVERTIRE,NSW,2826,147.72,-31.84
NEVILLE,NSW,2799,149.21,-33.71
NEW BERRIMA,NSW,2577,150.34,-34.51
NEW BRIGHTON,NSW,2483,153.55,-28.51
NEW BUILDINGS,NSW,2550,149.57,-36.95
NEW ITALY,NSW,2472,153.28,-29.14
NEW LAMBTON,NSW,2305,151.71,-32.92
NEW LAMBTON HEIGHTS,NSW,2305,151.7,-32.92
NEW MEXICO,NSW,2346,150.63,-30.74
NEW PARK,NSW,2474,152.99,-28.62
NEW VALLEY,NSW,2365,151.32,-30.03
NEWBOLD,NSW,2460,152.69,-29.52
NEWBRIDGE,NSW,2795,149.36,-33.59
NEWCASTLE,NSW,2300,151.78,-32.93
NEWCASTLE EAST,NSW,2300,151.79,-32.93
NEWCASTLE WEST,NSW,2302,151.76,-32.92
NEWEE CREEK,NSW,2447,152.93,-30.64
NEWINGTON,NSW,2127,151.06,-33.83
NEWNES,NSW,2790,150.24,-33.18
NEWNES PLATEAU,NSW,2790,150.26,-33.34
NEWPORT,NSW,2106,151.32,-33.66
NEWRYBAR,NSW,2479,153.53,-28.72
NEWSTEAD,NSW,2360,151.34,-29.82
NEWTON BOYD,NSW,2370,152.25,-29.75
NEWTOWN,NSW,2042,151.18,-33.9
NIAGARA PARK,NSW,2250,151.35,-33.38
NIANGALA,NSW,2354,151.41,-31.3
NIEMUR,NSW,2733,144.21,-35.25
NIGHTCAP,NSW,2480,153.29,-28.54
NIMBIN,NSW,2480,153.22,-28.6
NIMMITABEL,NSW,2631,149.28,-36.51
NIMMO,NSW,2628,148.63,-36.18
NOBBYS CREEK,NSW,2484,153.33,-28.29
NOMBI,NSW,2379,149.79,-31.19
NOONA,NSW,2835,144.83,-31.94
NOORONG,NSW,2732,143.99,-35.34
NOOROO,NSW,2415,151.87,-32.37
NORAH HEAD,NSW,2263,151.57,-33.28
NORAVILLE,NSW,2263,151.55,-33.27
NORDS WHARF,NSW,2281,151.6,-33.13
NORMANHURST,NSW,2076,151.1,-33.72
NORTH ALBURY,NSW,2640,146.93,-36.06
NORTH ARM,NSW,2484,153.35,-28.33
NORTH ARM COVE,NSW,2324,152.04,-32.66
NORTH AVOCA,NSW,2260,151.44,-33.46
NORTH BALGOWLAH,NSW,2093,151.25,-33.79
NORTH BATEMANS BAY,NSW,2536,150.19,-35.7
NORTH BOAMBEE VALLEY,NSW,2450,153.09,-30.31
NORTH BONDI,NSW,2026,151.27,-33.89
NORTH BOURKE,NSW,2840,145.95,-30.05
NORTH BROTHER,NSW,2443,152.77,-31.65
NORTH CASINO,NSW,2470,153.06,-28.79
NORTH CURL CURL,NSW,2099,151.29,-33.76
NORTH DORRIGO,NSW,2453,152.69,-30.29
NORTH EPPING,NSW,2121,151.09,-33.76
NORTH GOSFORD,NSW,2250,151.34,-33.42
NORTH HARBOUR,NSW,,151.77,-32.92
NORTH HAVEN,NSW,2443,152.83,-31.63
NORTH LAMBTON,NSW,2299,151.71,-32.91
NORTH LISMORE,NSW,2480,153.27,-28.8
NORTH MACKSVILLE,NSW,2447,152.92,-30.7
NORTH MACQUARIE,NSW,2527,150.75,-34.57
NORTH MANLY,NSW,2100,151.27,-33.78
NORTH NAROOMA,NSW,2546,150.12,-36.2
NORTH NARRABEEN,NSW,2101,151.3,-33.71
NORTH NOWRA,NSW,2541,150.58,-34.86
NORTH PARRAMATTA,NSW,2151,151,-33.8
NORTH RICHMOND,NSW,2754,150.72,-33.58
NORTH ROCKS,NSW,2151,151.02,-33.78
NORTH ROTHBURY,NSW,2335,151.35,-32.68
NORTH RYDE,NSW,2113,151.12,-33.8
NORTH SHORE,NSW,2444,152.91,-31.41
NORTH ST MARYS,NSW,2760,150.78,-33.76
NORTH STAR,NSW,2408,150.39,-28.93
NORTH STRATHFIELD,NSW,2137,151.09,-33.86
NORTH SYDNEY,NSW,2060,151.21,-33.84
NORTH TAMWORTH,NSW,2340,150.92,-31.08
NORTH TUMBULGUM,NSW,2490,153.49,-28.26
NORTH TURRAMURRA,NSW,2074,151.15,-33.71
NORTH WAGGA WAGGA,NSW,2650,147.38,-35.1
NORTH WAHROONGA,NSW,2076,151.12,-33.71
NORTH WILLOUGHBY,NSW,2068,151.2,-33.8
NORTH WOLLONGONG,NSW,2500,150.9,-34.41
NORTH WOODBURN,NSW,2471,153.35,-29.06
NORTH YALGOGRIN,NSW,2671,146.82,-33.84
NORTH YEOVAL,NSW,2868,148.67,-32.71
NORTHANGERA,NSW,2622,149.92,-35.47
NORTHBRIDGE,NSW,2063,151.21,-33.81
NORTHMEAD,NSW,2152,151,-33.79
NORTHWOOD,NSW,2066,151.18,-33.83
NORWAY,NSW,2787,149.82,-33.75
NOWENDOC,NSW,2354,151.72,-31.51
NOWLEY,NSW,2386,149.15,-30.01
NOWRA,NSW,2541,150.6,-34.87
NOWRA HILL,NSW,2540,150.57,-34.91
NUBBA,NSW,2587,148.22,-34.53
NUBINGERIE,NSW,2831,148.67,-32.52
NULKABA,NSW,2325,151.35,-32.81
NULLAMANNA,NSW,2360,151.21,-29.65
NULLICA,NSW,2551,149.79,-37.09
NULLO MOUNTAIN,NSW,2849,150.22,-32.65
NUMBAA,NSW,2540,150.69,-34.88
NUMBER ONE,NSW,2424,152.07,-31.74
NUMBLA VALE,NSW,2628,148.82,-36.64
NUMBUGGA,NSW,2550,149.69,-36.65
NUMERALLA,NSW,2630,149.35,-36.18
NUMINBAH,NSW,2484,153.26,-28.28
NUMULGI,NSW,2480,153.32,-28.74
NUNDERI,NSW,2484,153.46,-28.32
NUNDLE,NSW,2340,151.13,-31.47
NUNGATTA,NSW,2551,149.4,-37.22
NUNGATTA SOUTH,NSW,2551,149.46,-37.29
NURENMERENMONG,NSW,2649,148.28,-35.79
NYMAGEE,NSW,2831,146.32,-32.04
NYMBOIDA,NSW,2460,152.73,-29.94
NYNGAN,NSW,2825,147.2,-31.56
NYORA,NSW,2646,145.98,-35.54
NYRANG CREEK,NSW,2804,148.55,-33.56
OAK FLATS,NSW,2529,150.82,-34.56
OAKDALE,NSW,2570,150.52,-34.08
OAKHAMPTON,NSW,2320,151.56,-32.7
OAKHAMPTON HEIGHTS,NSW,2320,151.55,-32.71
OAKHURST,NSW,2761,150.84,-33.74
OAKLANDS,NSW,2646,146.17,-35.56
OAKVILLE,NSW,2765,150.88,-33.64
OAKWOOD,NSW,2360,151.04,-29.64
OAKY PARK,NSW,2790,150.18,-33.47
OALLEN,NSW,2622,149.96,-35.14
OATLANDS,NSW,2117,151.03,-33.8
OATLEY,NSW,2223,151.08,-33.98
OBAN,NSW,2365,151.86,-30.1
OBANVALE,NSW,2330,151.17,-32.51
OBERNE CREEK,NSW,2650,147.83,-35.38
OBERON,NSW,2787,149.86,-33.7
OBLEY,NSW,2868,148.55,-32.7
OCEAN SHORES,NSW,2483,153.55,-28.52
O'CONNELL,NSW,2795,149.73,-33.53
OGUNBIL,NSW,2340,151.29,-31.34
OLD ADAMINABY,NSW,2629,148.7,-36.04
OLD BAR,NSW,2430,152.59,-31.97
OLD BONALBO,NSW,2469,152.6,-28.65
OLD EROWAL BAY,NSW,2540,150.65,-35.09
OLD GREVILLIA,NSW,2474,152.89,-28.45
OLD GUILDFORD,NSW,2161,150.98,-33.86
OLD JUNEE,NSW,2652,147.52,-34.84
OLD MILL,NSW,2369,151.21,-29.9
OLD STATION,NSW,2440,152.91,-31.05
OLD TOONGABBIE,NSW,2146,150.97,-33.79
OLINDA,NSW,2849,150.15,-32.84
OLNEY,NSW,2325,151.42,-32.98
OMADALE,NSW,2337,151.31,-31.89
ONE MILE,NSW,2316,152.11,-32.78
ONE TREE,NSW,2711,144.76,-34.13
OOLONG,NSW,2581,149.17,-34.78
OOMA,NSW,2871,148.06,-33.64
OOTHA,NSW,2875,147.45,-33.12
OPHIR,NSW,2800,149.24,-33.17
ORAN PARK,NSW,2570,150.74,-34.01
ORANGE,NSW,2800,149.1,-33.28
ORANGE GROVE,NSW,2380,150.44,-30.95
ORANGEVILLE,NSW,2570,150.62,-34.02
ORCHARD HILLS,NSW,2748,150.71,-33.78
ORIENT POINT,NSW,2540,150.75,-34.91
ORTON PARK,NSW,2795,149.57,-33.47
OSBORNE,NSW,2656,146.72,-35.35
OSTERLEY,NSW,2324,151.7,-32.72
OSWALD,NSW,2321,151.42,-32.71
OTFORD,NSW,2508,151,-34.21
OURA,NSW,2650,147.53,-35.11
OURIMBAH,NSW,2258,151.37,-33.36
OURNIE,NSW,2640,147.85,-35.98
OWENS GAP,NSW,2337,150.72,-32.03
OXFORD FALLS,NSW,2100,151.24,-33.74
OXLEY,NSW,2824,144.1,-34.2
OXLEY,NSW,2711,144.1,-34.2
OXLEY ISLAND,NSW,2430,152.57,-31.91
OXLEY PARK,NSW,2760,150.79,-33.77
OXLEY VALE,NSW,2340,150.9,-31.07
OYSTER BAY,NSW,2225,151.08,-34.01
OYSTER COVE,NSW,2318,151.96,-32.74
PACKSADDLE,NSW,2880,142.05,-30.43
PADDINGTON,NSW,2021,151.23,-33.88
PADDYS FLAT,NSW,2469,149.34,-37.1
PADDYS FLAT,NSW,2632,149.34,-37.1
PADDYS RIVER,NSW,2577,148.19,-35.76
PADDYS RIVER,NSW,2653,148.19,-35.76
PADSTOW,NSW,2211,151.03,-33.95
PADSTOW HEIGHTS,NSW,2211,151.04,-33.97
PAGANS FLAT,NSW,2469,152.57,-28.95
PAGES CREEK,NSW,2337,151.23,-31.72
PAGES RIVER,NSW,2338,150.75,-31.81
PAGEWOOD,NSW,2035,151.21,-33.94
PALARANG,NSW,2632,149.12,-36.84
PALERANG,NSW,2622,149.54,-35.47
PALING YARDS,NSW,2795,149.74,-33.18
PALING YARDS,NSW,2580,149.74,-33.18
PALLAL,NSW,2404,150.43,-29.97
PALLAMALLAWA,NSW,2399,150.13,-29.47
PALM BEACH,NSW,2108,151.32,-33.6
PALM GROVE,NSW,2258,151.3,-33.32
PALMDALE,NSW,2258,151.38,-33.33
PALMERS CHANNEL,NSW,2463,153.28,-29.46
PALMERS ISLAND,NSW,2463,153.29,-29.42
PALMERS OAKY,NSW,2795,149.86,-33.2
PALMVALE,NSW,2484,153.49,-28.37
PALMWOODS,NSW,2482,153.41,-28.51
PAMBULA,NSW,2549,149.87,-36.93
PAMBULA BEACH,NSW,2549,149.91,-36.94
PAMPOOLAH,NSW,2430,152.5,-31.95
PAN BAN,NSW,2648,143.34,-33.09
PANANIA,NSW,2213,151,-33.96
PANGEE,NSW,2825,146.77,-32.02
PANUARA,NSW,2800,148.96,-33.5
PAPPINBARRA,NSW,2446,152.5,-31.38
PARA,NSW,2648,142.2,-33.77
PARADISE,NSW,2360,151.47,-29.89
PARINGI,NSW,2738,142.35,-34.32
PARKES,NSW,2870,148.17,-33.14
PARKESBOURNE,NSW,2580,149.53,-34.75
PARKLEA,NSW,2768,150.92,-33.72
PARKVILLE,NSW,2337,150.87,-31.98
PARMA,NSW,2540,150.54,-34.96
PARRAMATTA,NSW,2150,151,-33.82
PARRAWEENA,NSW,2339,150.46,-31.73
PATCHS BEACH,NSW,2478,153.51,-28.95
PATERSON,NSW,2421,151.62,-32.6
PATONGA,NSW,2256,151.27,-33.55
PAUPONG,NSW,2628,148.68,-36.62
PAXTON,NSW,2325,151.28,-32.9
PAYNES CROSSING,NSW,2325,151.08,-32.87
PEACOCK CREEK,NSW,2469,152.71,-28.67
PEAK HILL,NSW,2869,148.19,-32.72
PEAK VIEW,NSW,2630,149.39,-36.07
PEAKHURST,NSW,2210,151.06,-33.96
PEAKHURST HEIGHTS,NSW,2210,151.06,-33.98
PEARCES CREEK,NSW,2477,153.44,-28.77
PEARL BEACH,NSW,2256,151.31,-33.54
PEATS RIDGE,NSW,2250,151.24,-33.32
PEBBLY BEACH,NSW,2536,150.33,-35.61
PEEL,NSW,2795,149.64,-33.31
PEELWOOD,NSW,2583,149.43,-34.11
PEJAR,NSW,2583,149.57,-34.56
PELAW MAIN,NSW,2327,151.48,-32.83
PELICAN,NSW,2281,151.64,-33.07
PELTON,NSW,2325,151.31,-32.88
PEMBROOKE,NSW,2446,152.75,-31.39
PEMULWUY,NSW,2145,150.93,-33.82
PENDLE HILL,NSW,2145,150.96,-33.8
PENNANT HILLS,NSW,2120,151.07,-33.74
PENRITH,NSW,2750,150.69,-33.75
PENROSE,NSW,2579,150.21,-34.67
PENROSE,NSW,2530,150.21,-34.67
PENSHURST,NSW,2222,151.09,-33.97
PERICOE,NSW,2550,149.59,-37.1
PERRYS CROSSING,NSW,2775,150.98,-33.21
PERTHVILLE,NSW,2795,149.55,-33.49
PETERSHAM,NSW,2049,151.15,-33.9
PHEASANTS NEST,NSW,2574,150.64,-34.25
PHEGANS BAY,NSW,2256,151.31,-33.49
PHILLIP BAY,NSW,2036,151.23,-33.98
PHOENIX PARK,NSW,2321,151.63,-32.72
PIALLAMORE,NSW,2340,151.05,-31.16
PIALLAWAY,NSW,2342,150.58,-31.16
PIAMBONG,NSW,2850,149.4,-32.5
PICKETTS VALLEY,NSW,2251,151.41,-33.45
PICNIC POINT,NSW,2213,151,-33.98
PICTON,NSW,2571,150.61,-34.17
PIGEONBAH,NSW,2824,148.14,-31.55
PIGGABEEN,NSW,2486,153.45,-28.19
PIKAPENE,NSW,2469,152.66,-29.05
